season,hour,holiday,workingday,weather,windspeed,casual,registered,count,temperature,humidity_values
1.0,0,0.0,1.0,3.0,0.3284,0,4,4.0,0,3
1.0,1,0.0,1.0,3.0,0.3284,0,2,2.0,0,3
1.0,3,0.0,1.0,1.0,0.5571182920248333,0,1,1.0,0,0
1.0,4,0.0,1.0,1.0,0.5224,1,0,1.0,0,0
1.0,5,0.0,1.0,1.0,0.3582,0,1,1.0,0,0
1.0,6,0.0,1.0,1.0,0.3881,3,31,34.0,0,0
1.0,7,0.0,1.0,1.0,0.4179,3,88,91.0,0,0
1.0,8,0.0,1.0,1.0,0.3881,11,200,211.0,0,0
1.0,9,0.0,1.0,1.0,0.4627,5,129,134.0,0,0
1.0,10,0.0,1.0,1.0,0.2985,15,43,58.0,0,2
1.0,11,0.0,1.0,1.0,0.4478,19,41,60.0,0,2
1.0,12,0.0,1.0,1.0,0.4179,28,68,96.0,0,2
1.0,13,0.0,1.0,1.0,0.3881,16,54,70.0,2,2
1.0,14,0.0,1.0,1.0,0.4179,21,56,77.0,2,2
1.0,15,0.0,1.0,1.0,0.3881,32,64,96.0,2,2
1.0,16,0.0,1.0,1.0,0.3582,26,96,122.0,2,2
1.0,17,0.0,1.0,1.0,0.3582,27,206,233.0,2,1
1.0,18,0.0,1.0,1.0,0.2239,19,214,233.0,2,2
1.0,19,0.0,1.0,1.0,0.2239,11,134,145.0,0,2
1.0,20,0.0,1.0,1.0,0.1642,5,87,92.0,0,2
1.0,21,0.0,1.0,1.0,0.2239,1,53,54.0,0,2
1.0,22,0.0,1.0,1.0,0.1642,1,34,35.0,0,2
1.0,23,0.0,1.0,1.0,0.0,0,22,22.0,0,2
1.0,0,0.0,1.0,1.0,0.0896,1,9,10.0,0,2
1.0,1,0.0,1.0,1.0,0.1343,0,4,4.0,0,2
1.0,2,0.0,1.0,1.0,0.1343,1,0,1.0,0,2
1.0,3,0.0,1.0,1.0,0.0896,5,2,7.0,0,2
1.0,4,0.0,1.0,1.0,0.0,0,2,2.0,0,0
1.0,5,0.0,1.0,1.0,0.1045,2,8,10.0,0,0
1.0,6,0.0,1.0,1.0,0.0,3,42,45.0,0,2
1.0,7,0.0,1.0,1.0,0.1343,9,119,128.0,0,0
1.0,8,0.0,1.0,1.0,0.194,10,247,257.0,0,2
1.0,9,0.0,1.0,1.0,0.1642,11,140,151.0,0,2
1.0,10,0.0,1.0,2.0,0.194,25,46,71.0,0,2
1.0,11,0.0,1.0,2.0,0.1642,26,52,78.0,2,1
1.0,12,0.0,1.0,2.0,0.0,29,70,99.0,2,1
1.0,13,0.0,1.0,2.0,0.1045,25,73,98.0,2,1
1.0,14,0.0,1.0,2.0,0.0,16,56,72.0,2,1
1.0,15,0.0,1.0,2.0,0.0,35,77,112.0,2,1
1.0,16,0.0,1.0,1.0,0.1642,26,82,108.0,2,1
1.0,17,0.0,1.0,1.0,0.2239,39,209,248.0,2,1
1.0,18,0.0,1.0,1.0,0.194,21,214,235.0,2,1
1.0,19,0.0,1.0,1.0,0.1045,9,141,150.0,2,2
1.0,20,0.0,1.0,1.0,0.0896,2,74,76.0,2,2
1.0,21,0.0,1.0,1.0,0.194,7,68,75.0,0,2
1.0,22,0.0,1.0,1.0,0.2239,11,44,55.0,0,2
1.0,23,0.0,1.0,1.0,0.194,3,38,41.0,0,0
1.0,0,0.0,1.0,1.0,0.0896,0,9,9.0,0,0
1.0,1,0.0,1.0,1.0,0.1343,0,4,4.0,0,2
1.0,2,0.0,1.0,1.0,0.1343,1,1,2.0,0,2
1.0,3,0.0,1.0,1.0,0.0896,1,2,3.0,0,0
1.0,4,0.0,1.0,1.0,0.1045,0,2,2.0,0,0
1.0,5,0.0,1.0,2.0,0.1343,1,7,8.0,0,0
1.0,6,0.0,1.0,2.0,0.1045,5,44,49.0,0,0
1.0,7,0.0,1.0,2.0,0.1642,18,123,141.0,0,0
1.0,8,0.0,1.0,2.0,0.1343,11,238,249.0,0,0
1.0,9,0.0,1.0,2.0,0.2537,5,136,141.0,0,0
1.0,10,0.0,1.0,2.0,0.2537,8,49,57.0,0,0
1.0,11,0.0,1.0,2.0,0.3881,15,44,59.0,2,0
1.0,12,0.0,1.0,2.0,0.2537,14,84,98.0,2,0
1.0,13,0.0,1.0,2.0,0.3582,17,82,99.0,2,0
1.0,14,0.0,1.0,2.0,0.2985,10,61,71.0,2,0
1.0,15,0.0,1.0,2.0,0.2985,15,64,79.0,2,0
1.0,16,0.0,1.0,2.0,0.3284,10,102,112.0,2,0
1.0,17,0.0,1.0,2.0,0.2985,18,176,194.0,2,0
1.0,18,0.0,1.0,2.0,0.2537,12,176,188.0,2,0
1.0,19,0.0,1.0,2.0,0.3284,11,123,134.0,2,0
1.0,20,0.0,1.0,2.0,0.194,4,87,91.0,2,0
1.0,21,0.0,1.0,2.0,0.3284,10,52,62.0,2,3
1.0,22,0.0,1.0,3.0,0.1642,4,17,21.0,2,3
1.0,23,0.0,1.0,3.0,0.194,1,17,18.0,2,3
1.0,0,0.0,1.0,3.0,0.2537,3,0,3.0,2,1
1.0,1,0.0,1.0,3.0,0.2537,0,2,2.0,2,1
1.0,2,0.0,1.0,3.0,0.2537,0,1,1.0,2,1
1.0,5,0.0,1.0,3.0,0.194,1,2,3.0,2,1
1.0,6,0.0,1.0,3.0,0.3284,0,12,12.0,2,1
1.0,7,0.0,1.0,3.0,0.2239,1,36,37.0,2,1
1.0,8,0.0,1.0,3.0,0.2836,1,43,44.0,2,1
1.0,9,0.0,1.0,3.0,0.2239,1,23,24.0,2,1
1.0,10,0.0,1.0,3.0,0.1642,0,17,17.0,2,1
1.0,11,0.0,1.0,3.0,0.2537,6,5,11.0,2,1
1.0,12,0.0,1.0,3.0,0.2239,4,30,34.0,2,1
1.0,13,0.0,1.0,3.0,0.2239,1,11,12.0,2,1
1.0,14,0.0,1.0,3.0,0.2985,0,12,12.0,2,1
1.0,15,0.0,1.0,3.0,0.2239,3,11,14.0,2,1
1.0,16,0.0,1.0,3.0,0.2537,1,20,21.0,2,1
1.0,17,0.0,1.0,2.0,0.3881,2,109,111.0,2,1
1.0,18,0.0,1.0,3.0,0.3582,2,80,82.0,2,1
1.0,19,0.0,1.0,3.0,0.5571182920248333,5,51,56.0,2,1
1.0,20,0.0,1.0,3.0,0.3284,9,29,38.0,2,1
1.0,21,0.0,1.0,3.0,0.2239,1,27,28.0,2,1
1.0,22,0.0,1.0,2.0,0.1343,4,30,34.0,2,1
1.0,23,0.0,1.0,3.0,0.0896,1,26,27.0,2,1
1.0,0,0.0,1.0,2.0,0.0896,0,6,6.0,2,3
1.0,1,0.0,1.0,3.0,0.1045,0,8,8.0,2,3
1.0,2,0.0,1.0,3.0,0.1045,2,3,5.0,2,3
1.0,3,0.0,1.0,2.0,0.0896,0,2,2.0,2,3
1.0,5,0.0,1.0,1.0,0.2239,1,6,7.0,0,0
1.0,6,0.0,1.0,1.0,0.2836,1,31,32.0,0,0
1.0,7,0.0,1.0,1.0,0.194,10,104,114.0,0,0
1.0,8,0.0,1.0,1.0,0.2537,15,244,259.0,0,0
1.0,9,0.0,1.0,2.0,0.2836,13,143,156.0,0,0
1.0,10,0.0,1.0,2.0,0.2985,18,60,78.0,2,2
1.0,11,0.0,1.0,2.0,0.2985,14,67,81.0,2,2
1.0,12,0.0,1.0,2.0,0.2537,15,96,111.0,2,2
1.0,13,0.0,1.0,1.0,0.2537,15,92,107.0,2,2
1.0,14,0.0,1.0,2.0,0.3582,25,64,89.0,2,2
1.0,15,0.0,1.0,2.0,0.2537,21,64,85.0,2,2
1.0,16,0.0,1.0,2.0,0.2985,18,95,113.0,2,2
1.0,17,0.0,1.0,1.0,0.2239,23,200,223.0,2,2
1.0,18,0.0,1.0,1.0,0.3284,19,134,153.0,2,2
1.0,19,0.0,1.0,1.0,0.3284,7,111,118.0,0,2
1.0,20,0.0,1.0,1.0,0.1642,6,70,76.0,0,2
1.0,21,0.0,1.0,2.0,0.2537,10,43,53.0,0,2
1.0,22,0.0,1.0,1.0,0.1642,11,53,64.0,0,2
1.0,23,0.0,1.0,1.0,0.2537,3,34,37.0,0,2
1.0,0,0.0,0.0,1.0,0.1343,4,30,34.0,0,2
1.0,1,0.0,0.0,1.0,0.194,3,15,18.0,0,0
1.0,2,0.0,0.0,1.0,0.194,0,14,14.0,0,0
1.0,3,0.0,0.0,1.0,0.2537,1,6,7.0,0,0
1.0,4,0.0,0.0,1.0,0.2537,0,1,1.0,0,0
1.0,5,0.0,0.0,1.0,0.194,0,2,2.0,0,0
1.0,6,0.0,0.0,1.0,0.2537,2,2,4.0,0,0
1.0,7,0.0,0.0,1.0,0.194,4,19,23.0,0,0
1.0,8,0.0,0.0,1.0,0.1642,9,44,53.0,0,0
1.0,9,0.0,0.0,1.0,0.1045,25,76,101.0,0,0
1.0,10,0.0,0.0,1.0,0.2239,21,78,99.0,2,0
1.0,11,0.0,0.0,1.0,0.3284,36,83,119.0,2,2
1.0,12,0.0,0.0,1.0,0.2836,51,107,158.0,2,2
1.0,13,0.0,0.0,1.0,0.3582,62,95,157.0,2,2
1.0,14,0.0,0.0,1.0,0.4478,70,96,166.0,2,2
1.0,15,0.0,0.0,1.0,0.4925,81,101,182.0,2,2
1.0,16,0.0,0.0,1.0,0.4478,100,144,244.0,2,2
1.0,17,0.0,0.0,1.0,0.3284,99,114,213.0,2,2
1.0,18,0.0,0.0,1.0,0.1642,54,91,145.0,2,2
1.0,19,0.0,0.0,1.0,0.0896,26,86,112.0,2,2
1.0,20,0.0,0.0,1.0,0.1045,22,64,86.0,2,2
1.0,21,0.0,0.0,1.0,0.0,36,46,82.0,2,0
1.0,22,0.0,0.0,1.0,0.0,7,56,63.0,2,0
1.0,23,0.0,0.0,1.0,0.0896,11,38,49.0,2,0
1.0,0,0.0,0.0,1.0,0.1045,3,35,38.0,2,0
1.0,1,0.0,0.0,1.0,0.1343,10,23,33.0,2,0
1.0,3,0.0,0.0,1.0,0.1343,6,17,23.0,2,0
1.0,4,0.0,0.0,1.0,0.1642,4,9,13.0,2,0
1.0,5,0.0,0.0,1.0,0.1343,0,3,3.0,2,0
1.0,6,0.0,0.0,1.0,0.0,0,2,2.0,2,0
1.0,7,0.0,0.0,1.0,0.194,2,8,10.0,2,0
1.0,8,0.0,0.0,1.0,0.2985,11,23,34.0,2,2
1.0,9,0.0,0.0,1.0,0.4179,8,36,44.0,2,2
1.0,10,0.0,0.0,1.0,0.2537,36,86,122.0,2,2
1.0,11,0.0,0.0,1.0,0.4179,88,93,181.0,2,2
1.0,12,0.0,0.0,1.0,0.3881,74,120,194.0,2,2
1.0,13,0.0,0.0,1.0,0.3881,97,124,221.0,2,2
1.0,14,0.0,0.0,1.0,0.2985,114,106,250.0,2,2
1.0,15,0.0,0.0,1.0,0.3284,114,155,304.0,2,2
1.0,16,0.0,0.0,1.0,0.3881,114,132,256.0,2,2
1.0,17,0.0,0.0,1.0,0.3582,98,143,241.0,2,2
1.0,18,0.0,0.0,1.0,0.3582,55,92,147.0,2,2
1.0,19,0.0,0.0,1.0,0.3582,28,73,101.0,2,2
1.0,20,0.0,0.0,1.0,0.2985,23,54,77.0,2,2
1.0,21,0.0,0.0,1.0,0.2537,9,49,58.0,0,2
1.0,22,0.0,0.0,1.0,0.3284,8,29,37.0,0,2
1.0,23,0.0,0.0,1.0,0.2239,5,23,28.0,0,0
1.0,0,0.0,1.0,1.0,0.1045,4,7,11.0,0,0
1.0,1,0.0,1.0,1.0,0.0896,0,1,1.0,0,0
1.0,2,0.0,1.0,1.0,0.0896,0,1,1.0,0,0
1.0,3,0.0,1.0,1.0,0.1343,0,3,3.0,0,0
1.0,5,0.0,1.0,1.0,0.1343,0,8,8.0,0,0
1.0,6,0.0,1.0,1.0,0.1343,1,27,28.0,0,0
1.0,7,0.0,1.0,2.0,0.0,4,84,88.0,0,0
1.0,8,0.0,1.0,2.0,0.1343,24,217,241.0,0,2
1.0,9,0.0,1.0,1.0,0.3284,13,127,140.0,2,2
1.0,10,0.0,1.0,1.0,0.2537,27,57,84.0,2,2
1.0,11,0.0,1.0,1.0,0.2537,26,45,71.0,2,2
1.0,12,0.0,1.0,1.0,0.0,40,54,94.0,2,2
1.0,13,0.0,1.0,1.0,0.3284,24,51,75.0,2,2
1.0,14,0.0,1.0,2.0,0.0,27,52,79.0,2,2
1.0,15,0.0,1.0,1.0,0.1642,24,77,101.0,2,2
1.0,16,0.0,1.0,1.0,0.1045,27,80,107.0,2,2
1.0,17,0.0,1.0,1.0,0.194,42,229,271.0,2,2
1.0,18,0.0,1.0,1.0,0.1045,25,210,235.0,2,2
1.0,19,0.0,1.0,1.0,0.1343,17,133,150.0,2,2
1.0,20,0.0,1.0,1.0,0.2239,23,106,129.0,2,2
1.0,21,0.0,1.0,1.0,0.1343,5,58,63.0,2,2
1.0,22,0.0,1.0,1.0,0.1045,4,43,47.0,2,2
1.0,23,0.0,1.0,1.0,0.0,2,17,19.0,2,2
1.0,0,0.0,1.0,1.0,0.0,7,7,14.0,2,2
1.0,1,0.0,1.0,1.0,0.0896,4,6,10.0,0,0
1.0,2,0.0,1.0,1.0,0.0896,1,2,3.0,0,0
1.0,4,0.0,1.0,1.0,0.0896,1,1,2.0,0,0
1.0,5,0.0,1.0,1.0,0.194,0,11,11.0,0,0
1.0,6,0.0,1.0,1.0,0.194,3,32,35.0,0,0
1.0,7,0.0,1.0,1.0,0.1642,10,109,119.0,0,0
1.0,8,0.0,1.0,1.0,0.0896,23,259,282.0,0,0
1.0,9,0.0,1.0,2.0,0.0,10,147,157.0,0,0
1.0,10,0.0,1.0,2.0,0.194,22,56,78.0,2,0
1.0,11,0.0,1.0,2.0,0.2239,27,51,78.0,2,2
1.0,12,0.0,1.0,2.0,0.2239,32,70,102.0,2,2
1.0,13,0.0,1.0,2.0,0.2836,23,74,97.0,2,2
1.0,14,0.0,1.0,2.0,0.2985,14,74,88.0,2,2
1.0,15,0.0,1.0,2.0,0.2836,24,66,90.0,2,2
1.0,16,0.0,1.0,2.0,0.3284,21,93,114.0,2,2
1.0,17,0.0,1.0,2.0,0.194,22,195,217.0,2,0
1.0,18,0.0,1.0,2.0,0.2985,18,207,225.0,2,0
1.0,19,0.0,1.0,2.0,0.2836,14,138,152.0,2,0
1.0,20,0.0,1.0,2.0,0.2836,9,79,88.0,2,0
1.0,21,0.0,1.0,3.0,0.1045,2,53,55.0,2,0
1.0,22,0.0,1.0,2.0,0.1642,1,20,21.0,2,0
1.0,23,0.0,1.0,2.0,0.1642,1,17,18.0,2,0
1.0,0,0.0,1.0,3.0,0.2537,0,8,8.0,0,3
1.0,1,0.0,1.0,3.0,0.2985,1,2,3.0,0,3
1.0,3,0.0,1.0,2.0,0.2239,1,2,3.0,0,3
1.0,4,0.0,1.0,2.0,0.1642,0,1,1.0,0,3
1.0,5,0.0,1.0,2.0,0.1045,0,3,3.0,0,3
1.0,6,0.0,1.0,2.0,0.1045,1,30,31.0,0,3
1.0,7,0.0,1.0,2.0,0.194,10,101,111.0,0,3
1.0,8,0.0,1.0,2.0,0.0,26,227,253.0,2,3
1.0,9,0.0,1.0,2.0,0.1343,10,144,154.0,2,3
1.0,10,0.0,1.0,2.0,0.1642,19,49,68.0,2,0
1.0,11,0.0,1.0,2.0,0.1343,13,62,75.0,2,0
1.0,12,0.0,1.0,2.0,0.1045,23,65,88.0,2,0
1.0,13,0.0,1.0,2.0,0.1343,18,81,99.0,2,0
1.0,14,0.0,1.0,2.0,0.2239,33,67,100.0,2,0
1.0,15,0.0,1.0,2.0,0.2537,22,79,101.0,2,0
1.0,16,0.0,1.0,2.0,0.1642,30,121,151.0,2,0
1.0,17,0.0,1.0,2.0,0.2985,37,216,253.0,2,2
1.0,18,0.0,1.0,2.0,0.2239,26,211,237.0,2,2
1.0,19,0.0,1.0,2.0,0.3284,18,150,168.0,2,2
1.0,20,0.0,1.0,2.0,0.2985,10,111,121.0,2,2
1.0,21,0.0,1.0,2.0,0.2836,3,75,78.0,2,2
1.0,22,0.0,1.0,2.0,0.3881,11,48,59.0,2,0
1.0,23,0.0,1.0,1.0,0.194,9,18,27.0,2,0
1.0,0,0.0,1.0,1.0,0.2537,4,19,23.0,2,0
1.0,1,0.0,1.0,1.0,0.2239,1,11,12.0,2,0
1.0,2,0.0,1.0,1.0,0.2985,3,5,8.0,2,0
1.0,3,0.0,1.0,1.0,0.1642,1,1,2.0,2,0
1.0,4,0.0,1.0,1.0,0.194,0,3,3.0,2,0
1.0,5,0.0,1.0,1.0,0.1045,0,13,13.0,2,0
1.0,6,0.0,1.0,1.0,0.194,4,47,51.0,2,0
1.0,7,0.0,1.0,1.0,0.1343,12,128,140.0,2,0
1.0,8,0.0,1.0,1.0,0.1343,17,282,299.0,2,0
1.0,9,0.0,1.0,1.0,0.2537,23,162,185.0,2,0
1.0,10,0.0,1.0,1.0,0.3284,9,69,78.0,2,2
1.0,11,0.0,1.0,1.0,0.2836,20,66,86.0,2,2
1.0,12,0.0,1.0,1.0,0.2239,24,81,105.0,2,2
1.0,13,0.0,1.0,2.0,0.0896,26,85,111.0,2,2
1.0,14,0.0,1.0,1.0,0.1045,32,87,119.0,2,2
1.0,15,0.0,1.0,1.0,0.2537,30,95,125.0,2,2
1.0,16,0.0,1.0,1.0,0.2836,34,108,142.0,2,2
1.0,17,0.0,1.0,1.0,0.194,48,265,313.0,2,2
1.0,18,0.0,1.0,2.0,0.1642,50,260,310.0,2,2
1.0,19,0.0,1.0,1.0,0.194,18,189,207.0,2,2
1.0,20,0.0,1.0,1.0,0.2239,25,112,137.0,2,0
1.0,21,0.0,1.0,1.0,0.2239,19,119,138.0,2,0
1.0,22,0.0,1.0,1.0,0.2239,17,70,87.0,2,0
1.0,23,0.0,1.0,1.0,0.2836,7,43,50.0,2,0
1.0,0,0.0,1.0,1.0,0.2836,5,24,29.0,2,2
1.0,1,0.0,1.0,1.0,0.2537,4,12,16.0,2,0
1.0,2,0.0,1.0,1.0,0.194,5,9,14.0,2,0
1.0,3,0.0,1.0,1.0,0.194,1,4,5.0,2,0
1.0,5,0.0,1.0,1.0,0.1642,2,8,10.0,2,0
1.0,6,0.0,1.0,1.0,0.194,1,35,36.0,2,0
1.0,7,0.0,1.0,1.0,0.194,11,112,123.0,2,0
1.0,8,0.0,1.0,1.0,0.2537,24,256,280.0,2,0
1.0,9,0.0,1.0,1.0,0.2239,18,192,210.0,2,0
1.0,10,0.0,1.0,1.0,0.2836,43,74,117.0,2,2
1.0,11,0.0,1.0,1.0,0.2836,55,104,159.0,2,2
1.0,12,0.0,1.0,2.0,0.3582,72,123,195.0,2,2
1.0,13,0.0,1.0,1.0,0.2836,57,118,175.0,3,2
1.0,14,0.0,1.0,1.0,0.2537,71,103,174.0,3,2
1.0,15,0.0,1.0,2.0,0.3582,62,111,173.0,3,2
1.0,16,0.0,1.0,1.0,0.2836,67,137,204.0,3,2
1.0,17,0.0,1.0,1.0,0.3284,95,237,332.0,3,2
1.0,18,0.0,1.0,1.0,0.1642,84,247,331.0,3,2
1.0,19,0.0,1.0,1.0,0.1343,58,132,190.0,3,2
1.0,20,0.0,1.0,1.0,0.1343,46,103,149.0,3,2
1.0,21,0.0,1.0,1.0,0.1045,22,91,113.0,3,2
1.0,22,0.0,1.0,1.0,0.1642,55,63,118.0,3,2
1.0,23,0.0,1.0,2.0,0.2239,26,60,86.0,2,2
1.0,0,0.0,0.0,2.0,0.2537,26,50,76.0,2,2
1.0,1,0.0,0.0,2.0,0.3582,16,35,51.0,2,2
1.0,2,0.0,0.0,2.0,0.2239,5,20,25.0,2,2
1.0,3,0.0,0.0,2.0,0.3284,1,7,8.0,2,2
1.0,4,0.0,0.0,1.0,0.4179,1,2,3.0,2,2
1.0,5,0.0,0.0,1.0,0.4179,0,2,2.0,2,2
1.0,6,0.0,0.0,1.0,0.4179,0,10,10.0,2,2
1.0,7,0.0,0.0,1.0,0.3284,4,9,13.0,2,2
1.0,8,0.0,0.0,1.0,0.4925,11,37,48.0,2,2
1.0,9,0.0,0.0,1.0,0.4627,35,41,76.0,2,2
1.0,10,0.0,0.0,1.0,0.4179,55,85,140.0,2,2
1.0,11,0.0,0.0,1.0,0.4478,90,106,196.0,2,2
1.0,12,0.0,0.0,1.0,0.4179,114,141,267.0,2,2
1.0,13,0.0,0.0,1.0,0.4627,114,127,301.0,2,2
1.0,14,0.0,0.0,1.0,0.4925,114,144,312.0,2,2
1.0,15,0.0,0.0,1.0,0.4179,114,143,313.0,2,1
1.0,16,0.0,0.0,1.0,0.3881,114,129,304.0,2,2
1.0,17,0.0,0.0,1.0,0.3284,114,140,278.0,2,2
1.0,18,0.0,0.0,1.0,0.3284,92,125,217.0,2,2
1.0,19,0.0,0.0,1.0,0.2836,38,116,154.0,2,2
1.0,20,0.0,0.0,1.0,0.2239,39,69,108.0,2,2
1.0,21,0.0,0.0,1.0,0.2985,20,73,93.0,2,2
1.0,22,0.0,0.0,1.0,0.3284,27,45,72.0,2,2
1.0,23,0.0,0.0,1.0,0.2985,13,37,50.0,2,2
1.0,0,0.0,0.0,1.0,0.4179,7,33,40.0,2,2
1.0,1,0.0,0.0,1.0,0.3582,2,22,24.0,2,2
1.0,2,0.0,0.0,1.0,0.2836,6,24,30.0,0,2
1.0,3,0.0,0.0,1.0,0.2537,1,11,12.0,0,2
1.0,4,0.0,0.0,1.0,0.2239,2,1,3.0,0,2
1.0,5,0.0,0.0,1.0,0.194,3,6,9.0,0,2
1.0,6,0.0,0.0,1.0,0.2239,1,3,4.0,0,2
1.0,7,0.0,0.0,1.0,0.2239,5,9,14.0,0,2
1.0,8,0.0,0.0,1.0,0.1642,7,30,37.0,0,2
1.0,9,0.0,0.0,1.0,0.1343,35,43,78.0,0,2
1.0,10,0.0,0.0,2.0,0.0,55,81,136.0,2,2
1.0,11,0.0,0.0,1.0,0.1045,92,111,203.0,2,2
1.0,12,0.0,0.0,1.0,0.1045,114,108,228.0,2,2
1.0,13,0.0,0.0,1.0,0.0,88,115,203.0,2,2
1.0,14,0.0,0.0,1.0,0.0,114,134,279.0,2,1
1.0,15,0.0,0.0,1.0,0.0896,114,136,308.0,2,2
1.0,16,0.0,0.0,1.0,0.0,92,132,224.0,2,2
1.0,17,0.0,0.0,1.0,0.2836,83,143,226.0,2,2
1.0,18,0.0,0.0,1.0,0.3582,58,98,156.0,2,2
1.0,19,0.0,0.0,1.0,0.2836,21,58,79.0,2,2
1.0,20,0.0,0.0,1.0,0.2836,21,46,67.0,2,2
1.0,21,0.0,0.0,2.0,0.2836,10,39,49.0,2,2
1.0,22,0.0,0.0,2.0,0.3284,8,30,38.0,2,2
1.0,23,0.0,0.0,3.0,0.3881,13,11,24.0,2,0
2.0,0,0.0,1.0,3.0,0.3881,2,11,13.0,2,0
2.0,1,0.0,1.0,2.0,0.3881,1,6,7.0,2,0
2.0,2,0.0,1.0,2.0,0.3284,1,5,6.0,2,0
2.0,3,0.0,1.0,2.0,0.3284,0,1,1.0,2,0
2.0,5,0.0,1.0,1.0,0.2985,1,1,2.0,2,0
2.0,6,0.0,1.0,3.0,0.2537,2,30,32.0,2,0
2.0,7,0.0,1.0,3.0,0.4179,3,15,18.0,0,0
2.0,8,0.0,1.0,2.0,0.4179,3,95,98.0,0,0
2.0,9,0.0,1.0,2.0,0.3284,12,115,127.0,2,0
2.0,10,0.0,1.0,2.0,0.3881,17,45,62.0,2,0
2.0,11,0.0,1.0,2.0,0.2985,32,47,79.0,2,0
2.0,12,0.0,1.0,2.0,0.2537,25,56,81.0,2,0
2.0,13,0.0,1.0,2.0,0.2239,35,77,112.0,2,0
2.0,14,0.0,1.0,2.0,0.2239,36,65,101.0,2,0
2.0,15,0.0,1.0,2.0,0.2239,41,66,107.0,2,2
2.0,16,0.0,1.0,2.0,0.2836,29,112,141.0,2,0
2.0,17,0.0,1.0,2.0,0.2537,41,231,272.0,2,0
2.0,18,0.0,1.0,2.0,0.2239,44,232,276.0,2,0
2.0,19,0.0,1.0,1.0,0.4179,22,199,221.0,2,2
2.0,20,0.0,1.0,1.0,0.194,16,106,122.0,2,0
2.0,21,0.0,1.0,1.0,0.194,12,79,91.0,2,3
2.0,22,0.0,1.0,1.0,0.2239,18,60,78.0,2,0
2.0,23,0.0,1.0,1.0,0.0896,8,22,30.0,2,0
2.0,0,0.0,1.0,1.0,0.194,4,7,11.0,2,0
2.0,1,0.0,1.0,1.0,0.1343,6,13,19.0,2,3
2.0,2,0.0,1.0,1.0,0.0896,0,1,1.0,2,3
2.0,3,0.0,1.0,1.0,0.2239,3,2,5.0,2,0
2.0,4,0.0,1.0,2.0,0.1642,0,1,1.0,2,0
2.0,5,0.0,1.0,2.0,0.1343,1,11,12.0,2,0
2.0,6,0.0,1.0,1.0,0.2537,2,58,60.0,2,0
2.0,7,0.0,1.0,2.0,0.1045,4,132,136.0,2,0
2.0,8,0.0,1.0,2.0,0.2985,24,312,336.0,2,2
2.0,9,0.0,1.0,2.0,0.4627,19,159,178.0,2,2
2.0,10,0.0,1.0,2.0,0.2985,29,95,124.0,2,2
2.0,11,0.0,1.0,1.0,0.3284,22,64,86.0,2,2
2.0,12,0.0,1.0,1.0,0.2537,35,86,121.0,2,2
2.0,13,0.0,1.0,1.0,0.2239,21,85,106.0,2,2
2.0,14,0.0,1.0,1.0,0.3284,30,71,101.0,2,2
2.0,15,0.0,1.0,1.0,0.2239,55,79,134.0,2,2
2.0,16,0.0,1.0,1.0,0.1045,40,125,165.0,2,2
2.0,17,0.0,1.0,1.0,0.1045,42,265,307.0,2,2
2.0,18,0.0,1.0,1.0,0.0896,41,271,312.0,2,2
2.0,19,0.0,1.0,2.0,0.2537,22,142,164.0,2,2
2.0,20,0.0,1.0,2.0,0.3582,19,116,135.0,2,2
2.0,21,0.0,1.0,2.0,0.2836,24,63,87.0,2,2
2.0,22,0.0,1.0,2.0,0.2537,13,57,70.0,2,2
2.0,23,0.0,1.0,2.0,0.2537,4,28,32.0,2,2
2.0,0,0.0,1.0,3.0,0.2239,3,8,11.0,2,0
2.0,1,0.0,1.0,3.0,0.2239,0,7,7.0,2,0
2.0,2,0.0,1.0,3.0,0.2239,1,1,2.0,2,0
2.0,3,0.0,1.0,2.0,0.2537,0,3,3.0,2,0
2.0,5,0.0,1.0,3.0,0.194,0,10,10.0,2,0
2.0,6,0.0,1.0,2.0,0.2537,1,43,44.0,2,0
2.0,7,0.0,1.0,2.0,0.2239,7,111,118.0,2,3
2.0,8,0.0,1.0,2.0,0.194,14,247,261.0,2,0
2.0,9,0.0,1.0,2.0,0.2537,8,174,182.0,2,0
2.0,10,0.0,1.0,2.0,0.2836,15,60,75.0,2,0
2.0,11,0.0,1.0,2.0,0.194,18,53,71.0,2,0
2.0,12,0.0,1.0,2.0,0.2239,14,73,87.0,2,0
2.0,13,0.0,1.0,3.0,0.1343,14,94,108.0,2,0
2.0,14,0.0,1.0,2.0,0.1045,13,71,84.0,2,0
2.0,15,0.0,1.0,2.0,0.2239,11,74,85.0,2,0
2.0,16,0.0,1.0,2.0,0.2239,13,123,136.0,2,0
2.0,17,0.0,1.0,2.0,0.2239,28,245,273.0,2,0
2.0,18,0.0,1.0,3.0,0.2537,20,218,238.0,2,0
2.0,19,0.0,1.0,3.0,0.2537,12,147,159.0,2,0
2.0,20,0.0,1.0,3.0,0.5571182920248333,3,72,75.0,2,0
2.0,21,0.0,1.0,3.0,0.4179,0,22,22.0,2,3
2.0,22,0.0,1.0,2.0,0.1642,6,38,44.0,2,3
2.0,23,0.0,1.0,3.0,0.0,2,24,26.0,2,0
2.0,0,0.0,1.0,2.0,0.2239,0,11,11.0,2,3
2.0,1,0.0,1.0,2.0,0.2239,0,3,3.0,0,3
2.0,2,0.0,1.0,2.0,0.2537,0,6,6.0,0,3
