season,year,month,hour,holiday,weekday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,day
2,0,3,19,0,3,1,3,0.38,0.3939,0.82,0.2537,12,147,159,Wednesday
2,0,3,20,0,3,1,3,0.36,0.303,0.87,0.6418,3,72,75,Wednesday
2,0,3,21,0,3,1,3,0.32,0.2879,1.0,0.4179,0,22,22,Wednesday
2,0,3,22,0,3,1,2,0.32,0.3182,0.93,0.1642,6,38,44,Wednesday
2,0,3,23,0,3,1,3,0.32,0.3333,0.9,0.0,2,24,26,Wednesday
2,0,3,0,0,4,1,2,0.32,0.303,0.93,0.2239,0,11,11,Thursday
2,0,3,1,0,4,1,2,0.3,0.2879,1.0,0.2239,0,3,3,Thursday
2,0,3,2,0,4,1,2,0.3,0.2879,1.0,0.2537,0,6,6,Thursday
2,0,3,3,0,4,1,2,0.28,0.2727,1.0,0.194,1,0,1,Thursday
2,0,3,4,0,4,1,2,0.28,0.2727,1.0,0.194,0,1,1,Thursday
2,0,3,5,0,4,1,2,0.28,0.2727,0.93,0.2239,1,8,9,Thursday
2,0,3,6,0,4,1,2,0.28,0.2727,0.93,0.2239,0,41,41,Thursday
2,0,3,7,0,4,1,3,0.26,0.2576,1.0,0.2239,2,106,108,Thursday
2,0,3,8,0,4,1,3,0.26,0.2273,1.0,0.2985,4,120,124,Thursday
2,0,3,9,0,4,1,2,0.26,0.2576,0.93,0.2239,3,94,97,Thursday
2,0,3,10,0,4,1,2,0.26,0.2273,0.93,0.3284,10,55,65,Thursday
2,0,3,11,0,4,1,2,0.3,0.2727,0.81,0.2985,10,61,71,Thursday
2,0,3,12,0,4,1,2,0.3,0.2727,0.7,0.3284,12,82,94,Thursday
2,0,3,13,0,4,1,2,0.32,0.303,0.7,0.2239,11,90,101,Thursday
2,0,3,14,0,4,1,2,0.3,0.303,0.7,0.1343,17,66,83,Thursday
2,0,3,15,0,4,1,2,0.3,0.2879,0.7,0.2537,13,77,90,Thursday
2,0,3,16,0,4,1,2,0.3,0.2879,0.65,0.2239,6,78,84,Thursday
2,0,3,17,0,4,1,2,0.3,0.2879,0.7,0.2239,12,221,233,Thursday
2,0,3,18,0,4,1,2,0.3,0.2727,0.61,0.2985,17,197,214,Thursday
2,0,3,19,0,4,1,1,0.3,0.2727,0.56,0.3881,16,122,138,Thursday
2,0,3,20,0,4,1,1,0.28,0.2576,0.61,0.2836,8,110,118,Thursday
2,0,3,21,0,4,1,1,0.26,0.2576,0.65,0.2239,11,67,78,Thursday
2,0,3,22,0,4,1,1,0.26,0.2576,0.65,0.1642,3,59,62,Thursday
2,0,3,23,0,4,1,1,0.24,0.2273,0.65,0.194,9,24,33,Thursday
2,0,3,0,0,5,1,1,0.24,0.2273,0.6,0.194,1,17,18,Friday
2,0,3,1,0,5,1,1,0.2,0.2121,0.69,0.1642,0,5,5,Friday
2,0,3,2,0,5,1,1,0.2,0.197,0.69,0.2239,0,5,5,Friday
2,0,3,3,0,5,1,1,0.2,0.2273,0.69,0.1045,0,2,2,Friday
2,0,3,4,0,5,1,1,0.18,0.2121,0.74,0.1045,3,2,5,Friday
2,0,3,5,0,5,1,1,0.18,0.197,0.74,0.1642,0,9,9,Friday
2,0,3,6,0,5,1,1,0.18,0.1818,0.74,0.2239,0,32,32,Friday
2,0,3,7,0,5,1,1,0.2,0.1818,0.59,0.3582,4,100,104,Friday
2,0,3,8,0,5,1,1,0.22,0.2121,0.51,0.2836,9,228,237,Friday
2,0,3,9,0,5,1,1,0.24,0.2121,0.48,0.2985,16,150,166,Friday
2,0,3,10,0,5,1,1,0.26,0.2576,0.48,0.0,15,53,68,Friday
2,0,3,11,0,5,1,1,0.3,0.2879,0.45,0.2836,17,58,75,Friday
2,0,3,12,0,5,1,1,0.32,0.303,0.42,0.2537,37,108,145,Friday
2,0,3,13,0,5,1,1,0.32,0.3182,0.39,0.194,34,104,138,Friday
2,0,3,14,0,5,1,1,0.36,0.3333,0.32,0.3284,30,103,133,Friday
2,0,3,15,0,5,1,2,0.34,0.3182,0.36,0.2537,43,79,122,Friday
2,0,3,16,0,5,1,2,0.34,0.303,0.34,0.2985,23,127,150,Friday
2,0,3,17,0,5,1,2,0.32,0.2879,0.36,0.3582,23,202,225,Friday
2,0,3,18,0,5,1,1,0.3,0.2879,0.39,0.2537,8,190,198,Friday
2,0,3,19,0,5,1,2,0.3,0.2879,0.36,0.2836,9,126,135,Friday
2,0,3,20,0,5,1,2,0.3,0.303,0.39,0.1343,6,75,81,Friday
2,0,3,21,0,5,1,2,0.3,0.303,0.39,0.1642,11,64,75,Friday
2,0,3,22,0,5,1,2,0.28,0.2576,0.38,0.3284,3,40,43,Friday
2,0,3,23,0,5,1,2,0.26,0.2424,0.38,0.2836,8,31,39,Friday
2,0,3,0,0,6,0,2,0.26,0.2424,0.38,0.2836,3,25,28,Saturday
2,0,3,1,0,6,0,1,0.26,0.2273,0.38,0.2985,3,24,27,Saturday
2,0,3,2,0,6,0,1,0.22,0.2121,0.44,0.2239,4,21,25,Saturday
2,0,3,3,0,6,0,1,0.2,0.197,0.47,0.194,2,7,9,Saturday
2,0,3,4,0,6,0,1,0.22,0.2121,0.44,0.2239,2,4,6,Saturday
2,0,3,5,0,6,0,1,0.2,0.197,0.51,0.194,0,8,8,Saturday
2,0,3,6,0,6,0,1,0.18,0.1818,0.55,0.194,2,8,10,Saturday
2,0,3,7,0,6,0,1,0.2,0.197,0.51,0.194,18,23,41,Saturday
2,0,3,8,0,6,0,1,0.22,0.2273,0.44,0.1343,24,42,66,Saturday
2,0,3,9,0,6,0,1,0.24,0.2424,0.41,0.1343,32,68,100,Saturday
2,0,3,10,0,6,0,1,0.26,0.2576,0.41,0.1642,32,93,125,Saturday
2,0,3,11,0,6,0,1,0.28,0.2727,0.38,0.1642,75,93,168,Saturday
2,0,3,12,0,6,0,1,0.3,0.2879,0.36,0.194,98,129,227,Saturday
2,0,3,13,0,6,0,1,0.32,0.303,0.33,0.2239,94,145,239,Saturday
2,0,3,14,0,6,0,1,0.34,0.3182,0.29,0.2239,93,123,216,Saturday
2,0,3,15,0,6,0,1,0.34,0.3333,0.29,0.194,110,109,219,Saturday
2,0,3,16,0,6,0,1,0.34,0.3333,0.23,0.194,118,130,248,Saturday
2,0,3,17,0,6,0,1,0.32,0.303,0.24,0.2239,102,101,203,Saturday
2,0,3,18,0,6,0,2,0.32,0.3182,0.21,0.1642,64,89,153,Saturday
2,0,3,19,0,6,0,2,0.28,0.2727,0.45,0.2537,45,93,138,Saturday
2,0,3,20,0,6,0,2,0.28,0.2727,0.45,0.2537,18,67,85,Saturday
2,0,3,21,0,6,0,2,0.26,0.2576,0.44,0.194,15,36,51,Saturday
2,0,3,22,0,6,0,2,0.28,0.2727,0.41,0.2239,17,46,63,Saturday
2,0,3,23,0,6,0,2,0.26,0.2424,0.44,0.2836,10,31,41,Saturday
2,0,3,0,0,0,0,2,0.26,0.2576,0.41,0.1642,5,26,31,Sunday
2,0,3,1,0,0,0,2,0.24,0.2273,0.52,0.194,3,17,20,Sunday
2,0,3,2,0,0,0,3,0.22,0.2273,0.55,0.194,6,15,21,Sunday
2,0,3,3,0,0,0,3,0.2,0.197,0.69,0.2239,0,14,14,Sunday
2,0,3,4,0,0,0,3,0.18,0.197,0.74,0.1642,1,5,6,Sunday
2,0,3,6,0,0,0,3,0.16,0.1818,0.86,0.1343,0,2,2,Sunday
2,0,3,7,0,0,0,3,0.16,0.1667,0.86,0.1642,0,7,7,Sunday
2,0,3,8,0,0,0,1,0.2,0.197,0.69,0.2239,6,8,14,Sunday
2,0,3,9,0,0,0,1,0.22,0.2273,0.55,0.1343,17,37,54,Sunday
2,0,3,10,0,0,0,2,0.22,0.2121,0.55,0.2239,27,59,86,Sunday
2,0,3,11,0,0,0,2,0.24,0.2424,0.48,0.1642,23,85,108,Sunday
2,0,3,12,0,0,0,2,0.26,0.2576,0.44,0.2239,43,120,163,Sunday
2,0,3,13,0,0,0,1,0.3,0.2879,0.39,0.2239,47,100,147,Sunday
2,0,3,14,0,0,0,1,0.32,0.3182,0.36,0.1642,61,103,164,Sunday
2,0,3,15,0,0,0,1,0.32,0.303,0.36,0.2836,61,111,172,Sunday
2,0,3,16,0,0,0,1,0.34,0.3333,0.34,0.0,45,98,143,Sunday
2,0,3,17,0,0,0,1,0.32,0.303,0.31,0.2537,50,109,159,Sunday
2,0,3,18,0,0,0,1,0.3,0.2879,0.33,0.194,32,105,137,Sunday
2,0,3,19,0,0,0,1,0.3,0.2879,0.31,0.2239,23,80,103,Sunday
2,0,3,20,0,0,0,1,0.28,0.2727,0.36,0.1642,7,50,57,Sunday
2,0,3,21,0,0,0,1,0.26,0.2576,0.41,0.1642,7,29,36,Sunday
2,0,3,22,0,0,0,1,0.26,0.2576,0.41,0.1642,5,25,30,Sunday
2,0,3,23,0,0,0,1,0.26,0.2576,0.44,0.194,3,16,19,Sunday
2,0,3,0,0,1,1,1,0.22,0.2273,0.55,0.194,1,11,12,Monday
2,0,3,1,0,1,1,1,0.22,0.2273,0.44,0.194,2,4,6,Monday
2,0,3,2,0,1,1,1,0.22,0.2273,0.44,0.1642,0,5,5,Monday
2,0,3,3,0,1,1,1,0.22,0.2273,0.44,0.1642,0,2,2,Monday
2,0,3,5,0,1,1,1,0.18,0.1818,0.43,0.194,0,8,8,Monday
2,0,3,6,0,1,1,1,0.18,0.1667,0.34,0.2836,0,40,40,Monday
2,0,3,7,0,1,1,1,0.2,0.1818,0.32,0.3284,6,104,110,Monday
2,0,3,8,0,1,1,1,0.2,0.197,0.34,0.2239,15,239,254,Monday
2,0,3,9,0,1,1,2,0.22,0.2121,0.32,0.2239,12,109,121,Monday
2,0,3,10,0,1,1,1,0.24,0.2273,0.3,0.194,22,47,69,Monday
2,0,3,11,0,1,1,2,0.26,0.2424,0.3,0.2836,18,39,57,Monday
2,0,3,12,0,1,1,2,0.26,0.2727,0.25,0.0,8,71,79,Monday
2,0,3,13,0,1,1,2,0.3,0.2879,0.24,0.2239,14,69,83,Monday
2,0,3,14,0,1,1,1,0.32,0.303,0.22,0.2239,15,65,80,Monday
2,0,3,15,0,1,1,1,0.32,0.303,0.24,0.2836,19,53,72,Monday
2,0,3,16,0,1,1,1,0.34,0.3182,0.23,0.2239,15,117,132,Monday
2,0,3,17,0,1,1,1,0.34,0.303,0.23,0.2985,25,227,252,Monday
2,0,3,18,0,1,1,1,0.32,0.303,0.21,0.2836,21,220,241,Monday
2,0,3,19,0,1,1,1,0.3,0.303,0.22,0.1343,17,156,173,Monday
2,0,3,20,0,1,1,1,0.32,0.3333,0.22,0.1045,5,107,112,Monday
2,0,3,21,0,1,1,1,0.32,0.3333,0.21,0.1343,6,55,61,Monday
2,0,3,22,0,1,1,1,0.3,0.2879,0.22,0.2239,0,40,40,Monday
2,0,3,23,0,1,1,1,0.28,0.2576,0.24,0.2985,1,18,19,Monday
2,0,3,0,0,2,1,1,0.26,0.2273,0.28,0.3284,1,15,16,Tuesday
2,0,3,1,0,2,1,1,0.24,0.2121,0.32,0.2985,0,4,4,Tuesday
2,0,3,2,0,2,1,1,0.24,0.2121,0.32,0.2985,0,3,3,Tuesday
2,0,3,3,0,2,1,1,0.24,0.2121,0.32,0.2985,2,1,3,Tuesday
2,0,3,4,0,2,1,1,0.2,0.2121,0.44,0.1642,1,1,2,Tuesday
2,0,3,5,0,2,1,1,0.22,0.2121,0.37,0.2537,0,8,8,Tuesday
2,0,3,6,0,2,1,1,0.22,0.2121,0.41,0.2985,4,46,50,Tuesday
2,0,3,7,0,2,1,1,0.22,0.197,0.41,0.3582,5,128,133,Tuesday
2,0,3,8,0,2,1,1,0.24,0.2121,0.35,0.3582,19,268,287,Tuesday
2,0,3,9,0,2,1,1,0.28,0.2576,0.28,0.3881,16,156,172,Tuesday
2,0,3,10,0,2,1,1,0.3,0.2727,0.24,0.2985,13,46,59,Tuesday
2,0,3,11,0,2,1,2,0.34,0.303,0.25,0.3881,18,63,81,Tuesday
2,0,3,12,0,2,1,1,0.34,0.3333,0.25,0.1642,29,77,106,Tuesday
2,0,3,13,0,2,1,1,0.34,0.303,0.25,0.2985,24,80,104,Tuesday
2,0,3,14,0,2,1,1,0.36,0.3333,0.25,0.2537,20,66,86,Tuesday
2,0,3,15,0,2,1,1,0.38,0.3939,0.25,0.2239,22,65,87,Tuesday
2,0,3,16,0,2,1,1,0.38,0.3939,0.22,0.1642,12,124,136,Tuesday
2,0,3,17,0,2,1,1,0.4,0.4091,0.2,0.1343,34,265,299,Tuesday
2,0,3,18,0,2,1,1,0.36,0.3636,0.21,0.0896,42,252,294,Tuesday
2,0,3,19,0,2,1,1,0.34,0.3333,0.23,0.194,20,170,190,Tuesday
2,0,3,20,0,2,1,1,0.36,0.3636,0.21,0.0896,13,119,132,Tuesday
2,0,3,21,0,2,1,1,0.34,0.3636,0.42,0.0,8,75,83,Tuesday
2,0,3,22,0,2,1,1,0.34,0.3636,0.49,0.0,6,49,55,Tuesday
2,0,3,23,0,2,1,2,0.32,0.3333,0.57,0.1045,8,27,35,Tuesday
2,0,3,0,0,3,1,2,0.32,0.3485,0.57,0.0,3,8,11,Wednesday
2,0,3,1,0,3,1,1,0.32,0.3485,0.39,0.0,1,9,10,Wednesday
2,0,3,2,0,3,1,2,0.32,0.3485,0.57,0.0,0,4,4,Wednesday
2,0,3,3,0,3,1,2,0.32,0.3485,0.49,0.0,0,4,4,Wednesday
2,0,3,4,0,3,1,2,0.32,0.3485,0.57,0.0,1,0,1,Wednesday
2,0,3,5,0,3,1,2,0.3,0.2879,0.56,0.194,0,7,7,Wednesday
2,0,3,6,0,3,1,2,0.3,0.303,0.49,0.1343,4,44,48,Wednesday
2,0,3,7,0,3,1,2,0.32,0.3333,0.45,0.1045,8,128,136,Wednesday
2,0,3,8,0,3,1,2,0.32,0.3182,0.49,0.1642,16,247,263,Wednesday
2,0,3,9,0,3,1,2,0.32,0.303,0.45,0.2239,7,147,154,Wednesday
2,0,3,10,0,3,1,2,0.34,0.3182,0.46,0.2239,13,51,64,Wednesday
2,0,3,11,0,3,1,2,0.34,0.3182,0.46,0.2537,26,64,90,Wednesday
2,0,3,12,0,3,1,2,0.34,0.3333,0.46,0.1642,15,65,80,Wednesday
2,0,3,13,0,3,1,2,0.36,0.3485,0.46,0.2239,14,84,98,Wednesday
2,0,3,14,0,3,1,2,0.36,0.3333,0.46,0.2985,16,64,80,Wednesday
2,0,3,15,0,3,1,3,0.28,0.2576,0.81,0.2985,14,56,70,Wednesday
2,0,3,16,0,3,1,3,0.28,0.2727,0.87,0.2537,0,36,36,Wednesday
2,0,3,17,0,3,1,3,0.26,0.2727,0.93,0.1045,11,105,116,Wednesday
2,0,3,18,0,3,1,2,0.26,0.2576,0.93,0.2239,6,79,85,Wednesday
2,0,3,19,0,3,1,2,0.26,0.2576,0.93,0.2239,5,67,72,Wednesday
2,0,3,20,0,3,1,3,0.24,0.2121,0.93,0.2985,4,40,44,Wednesday
2,0,3,21,0,3,1,2,0.24,0.2273,0.93,0.2537,0,27,27,Wednesday
2,0,3,22,0,3,1,3,0.24,0.2273,0.93,0.2239,3,21,24,Wednesday
2,0,3,23,0,3,1,3,0.24,0.2121,0.93,0.2836,1,11,12,Wednesday
2,0,3,0,0,4,1,3,0.24,0.2273,0.93,0.2239,0,3,3,Thursday
2,0,3,1,0,4,1,3,0.24,0.2273,0.93,0.194,1,4,5,Thursday
2,0,3,2,0,4,1,3,0.24,0.2273,0.93,0.194,0,5,5,Thursday
2,0,3,3,0,4,1,3,0.24,0.2273,0.93,0.2239,0,1,1,Thursday
2,0,3,4,0,4,1,3,0.24,0.2273,0.93,0.2537,0,2,2,Thursday
2,0,3,5,0,4,1,3,0.24,0.2273,0.93,0.2239,0,8,8,Thursday
2,0,3,6,0,4,1,3,0.24,0.2121,0.93,0.2985,2,34,36,Thursday
2,0,3,7,0,4,1,3,0.24,0.2273,0.93,0.2537,5,87,92,Thursday
2,0,3,8,0,4,1,2,0.24,0.2273,1.0,0.2537,7,185,192,Thursday
2,0,3,9,0,4,1,3,0.26,0.2424,0.93,0.2537,6,126,132,Thursday
2,0,3,10,0,4,1,3,0.26,0.2424,0.93,0.2537,15,54,69,Thursday
2,0,3,11,0,4,1,3,0.28,0.2727,0.93,0.194,6,52,58,Thursday
2,0,3,12,0,4,1,3,0.28,0.2727,0.93,0.194,17,73,90,Thursday
2,0,3,13,0,4,1,3,0.3,0.303,0.87,0.1343,13,55,68,Thursday
2,0,3,14,0,4,1,3,0.3,0.303,0.87,0.1343,27,49,76,Thursday
2,0,3,15,0,4,1,3,0.3,0.2727,0.87,0.2985,4,61,65,Thursday
2,0,3,16,0,4,1,2,0.3,0.2879,0.87,0.2537,13,72,85,Thursday
2,0,3,17,0,4,1,2,0.3,0.2879,0.87,0.2537,15,153,168,Thursday
2,0,3,18,0,4,1,2,0.3,0.303,0.87,0.1343,12,165,177,Thursday
2,0,3,19,0,4,1,2,0.3,0.303,0.87,0.1343,12,118,130,Thursday
2,0,3,20,0,4,1,3,0.28,0.2576,0.93,0.2836,6,79,85,Thursday
2,0,3,21,0,4,1,2,0.28,0.2727,0.93,0.1642,7,53,60,Thursday
2,0,3,22,0,4,1,3,0.28,0.2727,0.93,0.2537,7,44,51,Thursday
2,0,3,23,0,4,1,3,0.26,0.2576,1.0,0.1642,4,23,27,Thursday
2,0,4,0,0,5,1,3,0.26,0.2576,1.0,0.1642,0,6,6,Friday
2,0,4,1,0,5,1,3,0.26,0.2576,1.0,0.1642,0,4,4,Friday
2,0,4,2,0,5,1,3,0.26,0.2576,0.93,0.194,0,7,7,Friday
2,0,4,3,0,5,1,2,0.24,0.2273,0.93,0.2537,0,4,4,Friday
2,0,4,4,0,5,1,2,0.24,0.2273,0.93,0.2537,0,3,3,Friday
2,0,4,5,0,5,1,3,0.24,0.2273,0.93,0.2239,1,11,12,Friday
2,0,4,6,0,5,1,3,0.24,0.2273,0.93,0.2239,2,26,28,Friday
2,0,4,7,0,5,1,3,0.24,0.2424,0.93,0.0,4,91,95,Friday
2,0,4,8,0,5,1,2,0.26,0.2424,0.87,0.2537,8,198,206,Friday
2,0,4,9,0,5,1,1,0.32,0.2879,0.7,0.3582,11,162,173,Friday
2,0,4,10,0,5,1,1,0.32,0.303,0.66,0.2836,12,63,75,Friday
2,0,4,11,0,5,1,1,0.32,0.2879,0.61,0.3582,17,72,89,Friday
2,0,4,12,0,5,1,1,0.34,0.303,0.53,0.3582,15,80,95,Friday
2,0,4,13,0,5,1,1,0.36,0.3333,0.5,0.3582,18,92,110,Friday
2,0,4,14,0,5,1,2,0.36,0.3333,0.46,0.3582,26,61,87,Friday
2,0,4,15,0,5,1,1,0.34,0.303,0.46,0.4179,30,81,111,Friday
2,0,4,16,0,5,1,1,0.34,0.303,0.46,0.4179,42,125,167,Friday
2,0,4,17,0,5,1,1,0.34,0.303,0.46,0.3284,36,245,281,Friday
2,0,4,18,0,5,1,1,0.34,0.303,0.46,0.3284,36,205,241,Friday
2,0,4,19,0,5,1,1,0.34,0.303,0.49,0.3284,16,120,136,Friday
2,0,4,20,0,5,1,1,0.32,0.3182,0.53,0.194,2,75,77,Friday
2,0,4,21,0,5,1,1,0.32,0.3333,0.53,0.1343,9,84,93,Friday
2,0,4,22,0,5,1,1,0.3,0.303,0.56,0.1642,10,64,74,Friday
2,0,4,23,0,5,1,1,0.3,0.3182,0.61,0.0896,12,41,53,Friday
2,0,4,0,0,6,0,2,0.3,0.3333,0.61,0.0,3,29,32,Saturday
2,0,4,1,0,6,0,1,0.26,0.2727,0.65,0.1343,4,28,32,Saturday
2,0,4,2,0,6,0,1,0.24,0.2424,0.75,0.1343,1,20,21,Saturday
2,0,4,3,0,6,0,1,0.24,0.2424,0.7,0.1642,1,8,9,Saturday
2,0,4,4,0,6,0,1,0.24,0.2424,0.7,0.1642,0,5,5,Saturday
2,0,4,5,0,6,0,2,0.24,0.2424,0.75,0.1642,1,4,5,Saturday
2,0,4,6,0,6,0,1,0.26,0.2727,0.7,0.1045,5,7,12,Saturday
2,0,4,7,0,6,0,2,0.26,0.2727,0.7,0.1045,2,16,18,Saturday
2,0,4,8,0,6,0,1,0.3,0.3182,0.7,0.1045,10,45,55,Saturday
2,0,4,9,0,6,0,2,0.34,0.3485,0.66,0.1045,22,65,87,Saturday
2,0,4,10,0,6,0,2,0.36,0.3485,0.57,0.1642,41,113,154,Saturday
2,0,4,11,0,6,0,2,0.4,0.4091,0.47,0.1642,72,126,198,Saturday
2,0,4,12,0,6,0,3,0.32,0.3333,0.81,0.1343,84,100,184,Saturday
2,0,4,13,0,6,0,1,0.34,0.3333,0.81,0.1343,56,81,137,Saturday
2,0,4,14,0,6,0,3,0.32,0.303,0.76,0.3284,97,93,190,Saturday
2,0,4,15,0,6,0,3,0.34,0.303,0.76,0.3881,72,64,136,Saturday
2,0,4,16,0,6,0,1,0.38,0.3939,0.62,0.3284,111,85,196,Saturday
2,0,4,17,0,6,0,1,0.38,0.3939,0.54,0.3582,89,95,184,Saturday
2,0,4,18,0,6,0,1,0.38,0.3939,0.54,0.194,69,110,179,Saturday
2,0,4,19,0,6,0,1,0.36,0.3333,0.53,0.3582,71,77,148,Saturday
2,0,4,20,0,6,0,1,0.34,0.3182,0.53,0.2836,29,56,85,Saturday
2,0,4,21,0,6,0,1,0.32,0.303,0.61,0.2537,24,53,77,Saturday
2,0,4,22,0,6,0,1,0.32,0.303,0.61,0.2985,14,41,55,Saturday
2,0,4,23,0,6,0,1,0.32,0.3182,0.61,0.1642,20,33,53,Saturday
2,0,4,0,0,0,0,1,0.3,0.2879,0.65,0.194,8,31,39,Sunday
2,0,4,1,0,0,0,1,0.3,0.3182,0.61,0.1045,8,26,34,Sunday
2,0,4,2,0,0,0,1,0.26,0.2727,0.7,0.1343,5,19,24,Sunday
2,0,4,3,0,0,0,1,0.3,0.3333,0.61,0.0,3,8,11,Sunday
2,0,4,4,0,0,0,1,0.28,0.303,0.7,0.0896,3,0,3,Sunday
2,0,4,5,0,0,0,1,0.28,0.2727,0.65,0.2239,1,4,5,Sunday
2,0,4,6,0,0,0,1,0.28,0.2727,0.65,0.194,10,23,33,Sunday
2,0,4,7,0,0,0,1,0.32,0.303,0.57,0.2239,13,20,33,Sunday
2,0,4,8,0,0,0,1,0.34,0.3333,0.57,0.1642,18,44,62,Sunday
2,0,4,9,0,0,0,1,0.36,0.3182,0.5,0.4925,68,74,142,Sunday
2,0,4,10,0,0,0,1,0.4,0.4091,0.43,0.4179,111,104,215,Sunday
2,0,4,11,0,0,0,1,0.42,0.4242,0.41,0.2537,139,104,243,Sunday
2,0,4,12,0,0,0,1,0.44,0.4394,0.38,0.2836,166,147,313,Sunday
2,0,4,13,0,0,0,1,0.44,0.4394,0.33,0.2985,219,148,367,Sunday
2,0,4,14,0,0,0,1,0.46,0.4545,0.31,0.1343,240,109,349,Sunday
2,0,4,15,0,0,0,2,0.46,0.4545,0.33,0.0,174,118,292,Sunday
2,0,4,16,0,0,0,2,0.46,0.4545,0.31,0.194,147,156,303,Sunday
2,0,4,17,0,0,0,2,0.46,0.4545,0.28,0.1343,148,126,274,Sunday
2,0,4,18,0,0,0,2,0.46,0.4545,0.31,0.0,71,101,172,Sunday
2,0,4,19,0,0,0,2,0.42,0.4242,0.44,0.194,51,93,144,Sunday
2,0,4,20,0,0,0,3,0.42,0.4242,0.41,0.2239,24,55,79,Sunday
2,0,4,21,0,0,0,2,0.42,0.4242,0.44,0.2239,8,37,45,Sunday
2,0,4,22,0,0,0,1,0.4,0.4091,0.43,0.1045,7,29,36,Sunday
2,0,4,23,0,0,0,1,0.4,0.4091,0.5,0.0896,9,22,31,Sunday
2,0,4,0,0,1,1,1,0.4,0.4091,0.5,0.2239,1,5,6,Monday
2,0,4,1,0,1,1,1,0.4,0.4091,0.56,0.3582,7,4,11,Monday
2,0,4,2,0,1,1,1,0.38,0.3939,0.66,0.2537,1,1,2,Monday
2,0,4,3,0,1,1,1,0.38,0.3939,0.66,0.2836,1,0,1,Monday
2,0,4,4,0,1,1,1,0.38,0.3939,0.71,0.2985,1,1,2,Monday
2,0,4,5,0,1,1,1,0.4,0.4091,0.62,0.2537,0,7,7,Monday
2,0,4,6,0,1,1,1,0.42,0.4242,0.58,0.2836,3,43,46,Monday
2,0,4,7,0,1,1,2,0.44,0.4394,0.54,0.2537,7,150,157,Monday
2,0,4,8,0,1,1,2,0.46,0.4545,0.55,0.2985,31,308,339,Monday
2,0,4,9,0,1,1,2,0.5,0.4848,0.51,0.3881,24,134,158,Monday
2,0,4,10,0,1,1,2,0.54,0.5152,0.45,0.3582,35,55,90,Monday
2,0,4,11,0,1,1,1,0.6,0.6212,0.4,0.3881,58,66,124,Monday
2,0,4,12,0,1,1,1,0.64,0.6212,0.36,0.4627,59,98,157,Monday
2,0,4,13,0,1,1,1,0.68,0.6364,0.34,0.3284,47,92,139,Monday
2,0,4,14,0,1,1,2,0.74,0.6515,0.27,0.4925,47,76,123,Monday
2,0,4,15,0,1,1,1,0.76,0.6667,0.23,0.5522,47,96,143,Monday
2,0,4,16,0,1,1,1,0.76,0.6515,0.22,0.5224,59,130,189,Monday
2,0,4,17,0,1,1,1,0.74,0.6515,0.23,0.6119,83,283,366,Monday
2,0,4,18,0,1,1,2,0.72,0.6364,0.23,0.4925,78,308,386,Monday
2,0,4,19,0,1,1,1,0.7,0.6364,0.24,0.4627,51,227,278,Monday
2,0,4,20,0,1,1,2,0.7,0.6364,0.24,0.5522,40,133,173,Monday
2,0,4,21,0,1,1,2,0.7,0.6364,0.3,0.4478,19,76,95,Monday
2,0,4,22,0,1,1,2,0.68,0.6364,0.36,0.4627,17,58,75,Monday
2,0,4,23,0,1,1,2,0.64,0.6212,0.47,0.2239,18,30,48,Monday
2,0,4,0,0,2,1,1,0.62,0.6212,0.5,0.1045,10,12,22,Tuesday
2,0,4,1,0,2,1,3,0.62,0.6212,0.57,0.4179,10,5,15,Tuesday
2,0,4,2,0,2,1,2,0.54,0.5152,0.73,0.3284,0,5,5,Tuesday
2,0,4,3,0,2,1,2,0.54,0.5152,0.73,0.3284,1,3,4,Tuesday
2,0,4,4,0,2,1,3,0.5,0.4848,0.88,0.4925,0,2,2,Tuesday
2,0,4,5,0,2,1,3,0.46,0.4545,0.94,0.2985,0,5,5,Tuesday
2,0,4,6,0,2,1,2,0.48,0.4697,0.88,0.3284,2,36,38,Tuesday
2,0,4,7,0,2,1,2,0.48,0.4697,0.88,0.3284,10,124,134,Tuesday
2,0,4,8,0,2,1,3,0.38,0.3939,0.87,0.5821,9,148,157,Tuesday
2,0,4,9,0,2,1,3,0.36,0.3182,0.87,0.4925,2,44,46,Tuesday
2,0,4,10,0,2,1,3,0.34,0.303,0.81,0.3881,3,25,28,Tuesday
2,0,4,11,0,2,1,3,0.32,0.2879,0.81,0.4478,1,18,19,Tuesday
2,0,4,12,0,2,1,2,0.34,0.303,0.71,0.3881,6,32,38,Tuesday
2,0,4,13,0,2,1,2,0.36,0.3333,0.63,0.4179,5,51,56,Tuesday
2,0,4,14,0,2,1,2,0.36,0.3182,0.57,0.4925,9,67,76,Tuesday
2,0,4,15,0,2,1,1,0.4,0.4091,0.46,0.4627,6,62,68,Tuesday
2,0,4,16,0,2,1,1,0.38,0.3939,0.46,0.4179,17,113,130,Tuesday
2,0,4,17,0,2,1,1,0.42,0.4242,0.38,0.4179,27,246,273,Tuesday
2,0,4,18,0,2,1,1,0.38,0.3939,0.4,0.4925,19,248,267,Tuesday
2,0,4,19,0,2,1,1,0.36,0.3333,0.43,0.2985,12,148,160,Tuesday
2,0,4,20,0,2,1,1,0.34,0.3182,0.46,0.2836,4,87,91,Tuesday
